,licence_type,license_no,business_name,dba,street_address,zip_code,city,county,telephone_number,email,hours_of_operation,expiration_date
730,Dispensary,DAAA-V1DM-BDUS,Lefty's LLC,Lefty's LLC,,73119-2001,OKLAHOMA CITY,Oklahoma,4056969675,claytonelmore07@gmail.com,10am-9pm Monday through Saturday 12 pm-5pm Sundays,2023-08-07
731,Dispensary,DAAA-BRLG-0UYU,Timeless Buds Dispensary LLC,Timeless Buds Dispensary,22448 1/2 COUNTY ROAD 230,73061,MORRISON,Noble,5803075011,tdeeann@yahoo.com,9:00 am to 8:00 pm,2023-12-05
732,Dispensary,DAAA-DRIK-5YJW,State Line Dispensary LLC,State Line Dispensary of Sallisaw,1219 W Ruth St,74955,Sallisaw,Sequoyah,9187746137,dereknetz17_@hotmail.com,9-9,2023-10-09
733,Dispensary,DAAA-4ZEI-H6JK,Gaz Monkey LLC,Gas Monkey LLC,7319 N MACARTHUR BLVD,73132-5727,OKLAHOMA CITY,Oklahoma,4056989818,quehoward15@icloud.com,24 hours,2023-10-10
734,Dispensary,DAAA-VY6M-3HWW,McCurtain County Gold Cannabis Llc,McCurtain County Gold Cannabis LLC,301 S Central,74745,Idabel,McCurtain,5802869333,mccurtaincgc@gmail.com,9am to 9pm mon-sat 9am to 6pm Sundays,2024-03-10
735,Dispensary,DAAA-NJGP-K4QV,MJ Innovations Medical LLC,Lotus Gold Shawnee,2426 N HARRISON ST,74804-3138,SHAWNEE,Pottawatomie,4054732662,shawnee.owner@cbdplususa.com,68 hrs/wk,2023-08-07
736,Dispensary,DAAA-5MOC-6QSV,Terp Town LLC,Terp Town LLC,,74106-6458,TULSA,Tulsa,9185516011,terptowndispensary@gmail.com,9am-9pm,2024-01-10
737,Dispensary,DAAA-UZTA-LHHK,Victory Cannabis Company LLC,Victory Cannabis Dank Boutique,7607 NW 23RD ST,73008,BETHANY,Oklahoma,4058632347,aandlmetalworks@cox.net,10:00am-10:00pm,2023-11-17
738,Dispensary,DAAA-29O6-BX7V,KESH 3 LLC,MANGO CANNABIS MAY AVE,3301 N MAY AVE,73112-6903,OKLAHOMA CITY,Oklahoma,(248) 961-6160,astrobud19@gmail.com,"Sun-Thurs, 10am-10pm; Fri-Sat, 10am-12am",2023-09-22
739,Dispensary,DAAA-NJUC-GRP3,Affordable Medical Inc.,Affordable Medical Inc.,321 S LYNN RIGGS BLVD,74017-7809,CLAREMORE,Rogers,9185249335,affordablemedicalinc1@gmail.com,9-9,2023-10-10
740,Dispensary,DAAA-EJ09-JV7J,Ashutosh D. Chaturvedi,DIVINE HERBS CANNABIS CLINIC,8801 SE 29TH ST,73110-8300,MIDWEST CITY,Oklahoma,4059683120,ashutosh20@hotmail.com,10:00am - 8:00pm,2023-10-16
741,Dispensary,DAAA-VJHL-JKQQ,BIG BUD DISPENSARY INC,Big Buds Natural Releaf II,139 E MAIN ST,74056-5213,PAWHUSKA,Osage,9189162477,ilikebigbudstoo@gmail.com,9 am -10 pm 7 days a week,2023-12-23
742,Dispensary,DAAA-4J8G-3SUK,"leaf linx, LLC",The Canna Station,,73052-5635,LINDSAY,Garvin,4059990333,info@happydazeweedco.com,10:00 a.m. - 10:00 p.m.,2024-01-11
743,Dispensary,DAAA-E1CL-JWFU,"Generation Green, LLC","Generation Green, LLC",810 S MISSISSIPPI AVE,74525,ATOKA,Atoka,5805095050,generationgreen18@gmail.com,10am-8pm,2023-03-13
744,Dispensary,DAAA-RI6B-XHZL,"Texoma Tumbleweed 2, LLC","Texoma Tumbleweed 2, LLC",3601 W MAIN ST,74701-4563,DURANT,Bryan,4178494827,thetumbleweed76@yahoo.com,9-6,2024-05-16
745,Dispensary,DAAA-SZPW-FHWV,THE STICKY PALACE LLC,THE STICKY PALACE LLC,415 S WASHINGTON ST,74369,WELCH,Craig,(918) 915-0224,aubreowens1993@gmail.com,9 AM TO 9 PM,2023-02-09
746,Dispensary,DAAA-PGCW-F88U,Canna Club of Nichols Hills LLC,Canna Club of Nichols Hills LLC,6612 N WESTERN AVE,73116-7326,OKLAHOMA CITY,Oklahoma,(405) 242-3227,cannaclubofnicholshills@gmail.com,80,2024-02-20
747,Dispensary,DAAA-EJKJ-1YIO,"Sage Cannabis, LLC","Sage Cannabis, LLC",4200 N WESTERN AVE STE A,73118,OKLAHOMA CITY,Oklahoma,4056019560,sagewellnessokc@gmail.com,10 AM - 10 PM,2023-10-05
748,Dispensary,DAAA-4KVQ-OOM8,Green Healer LLC,Green Healer LLC,,73644-9567,ELK CITY,Beckham,(580) 374-5783,greenhealerllc@gmail.com,8am-10pm 7 days,2024-01-11
749,Dispensary,DAAA-4JLW-6ASI,"CannVest Group, LLC",Mango Cannabis,7139 S MINGO RD,74133-3242,TULSA,Tulsa,2489616160,kevin@mangocannabis.com,Sunday-Thursday 10am-10pm; Friday and Saturday 10am-12am,2023-04-24
750,Dispensary,DAAA-RTFB-CQB9,SOUR KUSH LLC,SOUR KUSH LLC,1705 NW CACHE RD,73507,LAWTON,Comanche,9729483373,mrd.sourkush@gmail.com,10:00a.m.-9:00p.m.Monday-Saturday,2024-04-17
751,Dispensary,DAAA-N6YJ-6EID,"STKC 3, LLC",STKC House of Dank,2727 N MACARTHUR BLVD,73127-1611,OKLAHOMA CITY,Oklahoma,8184483278,kwags04@gmail.com,24 hours,2024-01-11
752,Dispensary,DAAA-QXCK-Q8TU,Suite B LLC,Suite B,,74361,Pryor,Mayes,(918) 345-1041,melissa@eternalgardens.net,,2023-10-25
753,Dispensary,DAAA-E1BI-VHHL,Miranda Dement,Dement’s Green Health,128 N MICKEY MANTLE BLVD,74339-1106,COMMERCE,Ottawa,(539) 352-2005,info@naturalhealthdispo.com,,2023-11-10
754,Dispensary,DAAA-NGLF-CFTD,Wade L Green,Greener Leaf Wellness,401 W MAIN ST,73533-7029,DUNCAN,Stephens,5802510394,wadegreen7864@gmail.com,10am -6pm Monday-Saturday,2023-11-21
755,Dispensary,DAAA-NK2F-G2XC,Higher Remedies Dispensary LLC,Higher Remedies Dispensary LLC,213 OAK MAIN AVE,73529-1465,COMANCHE,Stephens,(580) 439-4108,higherremediesllc@gmail.com,"MONDAY - FRIDAY 10am - 8pm, SATURDAY 10am - 3pm",2024-03-15
756,Dispensary,DAAA-9YLD-HU6F,KEDARNATH LLC,SUPER FIRE CANNABIS,1440 W BRITTON RD,73114-1308,OKLAHOMA CITY,Oklahoma,(405) 849-9312,okc10dispo@gmail.com,10:00 a.m. - 10:00 p.m. Monday - Sunday,2024-04-10
757,Dispensary,DAAA-H6S5-BKDI,Watonga LLW Inc.,Paradise Hill Dispensary,106 W MAIN ST,73772-4228,WATONGA,Blaine,4056382288,phddispensary@gmail.com,10 - 10,2024-05-16
758,Dispensary,DAAA-EEQT-QO42,Joseph Wario-Garcia LLC,Big Chief Collective 6,3414 Nw Cache Rd Suite C,73505,Lawton,Comanche,5806954702,greentogold215@gmail.com,9am-9pm,2023-11-09
759,Dispensary,DAAA-X98O-HXYZ,"B-Line Releaf Dispensary, LLC",The Beeline Buzz,14765 S CASPER ST,74033-3940,GLENPOOL,Tulsa,9189380311,cmushrushrenewed@yahoo.com,Monday-Saturday 10-8 Sunday 10-5,2023-03-31
760,Dispensary,DAAA-NY3F-CKLK,WOLFENBARGER ENTERPRISES INC.,THE STICKY DEPOT,707 SW 11TH ST,73501-5046,LAWTON,Comanche,5806997900,nbljohnnyz@hotmail.com,9:00 AM - 10:00 PM,2024-03-01
761,Dispensary,DAAA-VYQ7-1XAD,Green Culture LLC,Green Culture Muskogee,3409 CHANDLER RD STE A,74403-4905,MUSKOGEE,Muskogee,9188991919,uazhar@gmail.com,8am - 10pm,2023-11-29
762,Dispensary,DAAA-4YJP-P59N,"KCS, LLC",The Grass Shack,2400 12TH AVE NE,73071-6841,NORMAN,Cleveland,4058572818,norman2400@topshelfbotanicals.com,11 AM to 8 PM,2023-04-26
763,Dispensary,DAAA-UYQA-VKDM,Daily Greens LLC,Daily Greens LLC,3925 E FRANK PHILLIPS BLVD,74006-8302,BARTLESVILLE,Washington,8034680260,dailygreensllc@gmail.com,9-5,2023-11-10
764,Dispensary,DAAA-8QWH-UE4H,Two T's Trees LLC,Two T's Trees LLC,120 E Main St,73938,Forgan,Beaver,5804613768,jordan@thejambros.com,"Monday-Saturday 11a-7p, Sunday 1p-5p",2023-09-29
765,Dispensary,DAAA-QL7R-TKDQ,GG-01 LLC,Dutch Dispensary,704 E MAIN PL,74037,JENKS,Tulsa,(918) 209-5350,dennis@philcrestproperties.com,8:00 am to 7:59 am Open 24 Hours,2024-06-23
766,Dispensary,DAAA-ZLXA-08GD,"Platinum Leaf Cannabis, LLC","Platinum Leaf Cannabis, LLC",401 S BROADWAY AVE,73160-5217,MOORE,Cleveland,9184025490,klogsdon37@yahoo.com,10am-10pm,2024-03-21
767,Dispensary,DAAA-8H9D-78CY,American Cannabis Company - 9 LLC,American Cannabis Company -9,851 W STATE HIGHWAY 152,73064-3653,MUSTANG,Canadian,(541) 944-3385,healingfarms420@gmail.com,10AM-12AM,2023-11-15
768,Dispensary,DAAA-IQ1Y-ZFYJ,"BLUE BURROS FARMS, LLC","BLUE BURROS FARMS, LLC",,74701,Durant,Bryan,4697587791,losawyermike624@yahoo.com,10AM - 8PM,2024-05-23
769,Dispensary,DAAA-NKSD-EGML,SONALI CORPORATION,MRS MARY JANE,2105 W JASPER ST,74011-8003,BROKEN ARROW,Tulsa,9189063531,sonalicorporation473@gmail.com,9A to 10P 7 days a week,2023-11-27
770,Dispensary,DAAA-NKNH-INAB,Planet Terpene,Planet Terpene,,74338,Colcord,Delaware,(539) 328-2100,planetterpene@gmail.com,9am - 10pm,2023-03-07
771,Dispensary,DAAA-41E7-QVSA,Rollin Vapor LLC,Master of Buds II,5412 S MINGO RD,74146-5708,TULSA,Tulsa,(918) 828-9450,vape@rollinvapor.com,"Mon.-Sat. 10:00 a.m.-7:00 p.m., Closed Sunday",2024-03-02
772,Dispensary,DAAA-41Z1-JIAQ,"Soothe, LLC",Hi-Roots and Root to Health,1720 24TH AVENUE SW,73072,Norman,Cleveland,4056005241,sam003@me.com,10am-8pm,2024-05-12
773,Dispensary,DAAA-NAXL-0I4J,Kush and O'Juice LLC,Kush and O'Juice,323 NW 23RD ST,73103,OKLAHOMA CITY,Oklahoma,(708) 990-7269,kushandojuiceokc@gmail.com,10am-10pm,2022-12-07
774,Dispensary,DAAA-EKPY-VSVU,Affordable Medical Inc,Affordable Medical Inc,2886 Hwy 412 Suite D,74338,West Siloam Springs,Delaware,(918) 825-9333,affordablemedicalinc1@gmail.com,9am-11pm,2024-04-21
775,Dispensary,DAAA-EJKA-KO9V,ERKS LLC,The Cannabis Refinery,,73013,Edmond,Oklahoma,(405) 512-3000,thecannabisrefinery@gmail.com,24 hours,2023-11-07
776,Dispensary,DAAA-NCND-KEW4,"Great American Strains, Inc","Great American Strains, Inc",401 W Rogers Blvd,74070-3977,SKIATOOK,Osage,9185785001,greatamericanstrains@gmail.com,10 am to 8 pm Monday-Sunday,2023-09-08
777,Dispensary,DAAA-E1VK-BZUO,3 Bud's Dispensary Inc.,3 Bud's Dispensary Inc.,,74107,Tulsa,Tulsa,(918) 728-5738,3budsdispensary@gmail.com,"Mon. - Sat., 10:00 am. - 8:00 p.m.",2023-08-11
778,Dispensary,DAAA-E1KI-OJQV,Sunshine Cooperative LLC,The Joint Cannabis Club,,73065-4163,NEWCASTLE,McClain,4053872571,thejointokc@gmail.com,Monday - Saturday 11am-8pm Sunday 12-5pm,2023-10-09
779,Dispensary,DAAA-56MP-QY5F,Little River Retailers LLC,Wild Herb South,"1301 SE Washington St, Suite B",74745,Idabel,McCurtain,5802369814,wildherb420@gmail.com,10 am to 6 pm,2023-07-11
780,Dispensary,DAAA-PPOK-DMAT,Holler Boyz Farms LLC,Revamped Remedies,2221 W WASHINGTON ST,74012-6726,BROKEN ARROW,Tulsa,9188593375,ty93ra@gmail.com,10AM-10PM,2024-05-12
781,Dispensary,DAAA-EJI4-MIIF,"Red Dirt Botanicals, LLC","Red Dirt Botanicals, LLC",812 W Doolin Ave,74631,Blackwell,Kay,5802625050,will@livesgf.com,10:00am-8:00pm,2023-12-06
782,Dispensary,DAAA-4JNA-5VGU,Blazon Dispensary LLC,Blazon Dispensary LLC,1106 N KICKAPOO AVE,74801,SHAWNEE,Pottawatomie,4054325028,blazon851@gmail.com,10AM-9PM,2024-02-07
783,Dispensary,DAAA-4K9F-Q4UK,Showdown Enterprises LLC,Heaters,,73003-3209,EDMOND,Oklahoma,(405) 906-7838,david@altvm.com,10am- 8pm,2023-12-26
784,Dispensary,DAAA-CMEC-439J,Abliss Bud LLC,Abliss Bud LLC,706 S MUSKOGEE AVE,74464-4718,TAHLEQUAH,Cherokee,9183608237,ablissbuds@gmail.com,Mon-Sat 10a-9p. Sun11a-5p,2022-09-27
785,Dispensary,DAAA-NKDV-93ZU,American cannabis Company - 7 LLC,American Cannabis Company,3933 North Macarthur Blvd,73122,Warr Acres,Oklahoma,(541) 944-3385,healingfarms420@gmail.com,10:00am-12:00am,2024-05-23
786,Dispensary,DAAA-KH7S-H68N,"The Mutha Tree, LLC",The Mutha Tree,3000 SW 89TH ST,73159,OKLAHOMA CITY,Oklahoma,4066947600,cannabisdistrict@outlook.com,10am - 9:00pm,2023-11-01
787,Dispensary,DAAA-AAEV-OVLK,The Two Romans Garden LLC,West Siloam Springs Dispensary,2264 Highway 412,74338,Colcord,Delaware,9187746137,dereknetz17_@hotmail.com,9-9,2023-10-11
788,Dispensary,DAAA-VKJ7-JSBT,"Mccurtain wellness holdings, inc",The One and Oney Wholeness Apothecary,4 N CENTRAL AVE,74745-4648,IDABEL,McCurtain,5802125989,tessa.oney88@gmail.com,10a-9p,2023-12-06
789,Dispensary,DAAA-BNQ9-QIWZ,Mr. Herb LLC,Mr. Herb LLC,318 S 7TH ST,74346,JAY,Delaware,4799035157,txarhher1@gmail.com,8am to 8pm,2023-11-01
790,Dispensary,DAAA-VK7E-XOM8,"Cali Clouds, LLC",Cali Clouds LLC,6 12TH AVE NW,73401-5722,ARDMORE,Carter,5104992726,bridgemon.stephen@hotmail.com,8-9,2024-05-30
791,Dispensary,DAAA-VJXU-1WVS,Pak-Man Cannabis Co. #1,Pak-Man Cannabis Co. #1,427 S 4TH ST,73018,CHICKASHA,Grady,4058253431,thehighercare.ok@gmail.com,10am-8pm,2023-08-24
792,Dispensary,DAAA-41CF-9PHM,"Kush Dispensary, LLC","Kush Dispensary, LLC",1711 E SKELLY DR,74105-5933,TULSA,Tulsa,9187425874,jcanderson1978@yahoo.com,10-10,2023-12-04
793,Dispensary,DAAA-TXA5-38WH,"The Medical Joint Dispensary, LLC","The Medical Joint Dispensary, LLC",,74728-5724,Broken Bow,McCurtain,(580) 212-5746,medicaljoint@yahoo.com,Monday thru Saturday: 10 AM - 9 PM; Sunday: 10 AM - 4 PM,2023-11-08
794,Dispensary,DAAA-NJ6L-DRSW,"Hemp Station Dispensary, LLC",Hemp Station Dispensary,203 W SOUTH ST,74647,NEWKIRK,Kay,(580) 304-3651,hempstationdispensary@gmail.com,10 am to 10 pm,2024-02-01
795,Dispensary,DAAA-EJL6-1NWA,Rylie's Green Leaf LLC,Rylie's Green Leaf LLC,813 SW 2ND ST,73501-5307,LAWTON,Comanche,5806471018,ryliegraham@yahoo.com,11am to 7pm,2023-12-12
796,Dispensary,DAAA-ZGAT-E3TX,Reggie LLC,Homestead Harvest,,74354,MIAMI,Ottawa,4176294049,jeremy@wammholdingsllc.com,9a.m.-9pm,2023-10-16
797,Dispensary,DAAA-4KPI-PI8I,"Organic Meds, LLC","Organic Meds, LLC",1300 W EVERGREEN ST,74701-4726,DURANT,Bryan,2146827648,organicmedsllcbiz@gmail.com,9am-9pm,2023-10-20
798,Dispensary,DAAA-85FQ-VMDP,Elevated Native LLC,Elevated Native LLC,26 RUBY LN,74730-5306,CALERA,Bryan,5803809422,elevatednativellc@gmail.com,10am-9pm,2023-09-13
799,Dispensary,DAAA-0H13-9WGO,Stone Age Meds LLC,Stone Age Meds,6305 E 11th St BLDG A,74112,Tulsa,Tulsa,9183508444,kathy@stoneagemeds.com,24 Hours,2023-12-25
800,Dispensary,DAAA-NJJ9-RMEI,Flame Dispensary LLC,Flame Dispensary LLC,2704 N SANTA FE AVE,73160-1177,MOORE,Cleveland,4056765465,theflamedispensary@gmail.com,10 am to 10 pm,2023-09-20
801,Dispensary,DAAA-LPSY-EUDL,The Baked Bean LLC,The Baked Bean,,74066-4660,SAPULPA,Creek,9183479187,bakedbeanllc@gmail.com,10am-10pm,2024-03-07
802,Dispensary,DAAA-K0Z3-JBQR,"Ramiro Sanchez, LLC",Natural High,934 E Main St,73662,Sayre,Beckham,8064435309,sanchez001@icloud.com,12a.m. through 12p.m.,2023-10-10
803,Dispensary,DAAA-OVNU-7IUC,"Gas Pros, LLC","Gas Pros, LLC",15 E 4TH ST,73034-3825,EDMOND,Oklahoma,(832) 205-4737,laruebratcher@yahoo.com,12-8,2024-05-16
804,Dispensary,DAAA-V151-CMBL,"Green Canopy Solutions, Inc",Green Canopy Solutions,104 HESTER PL,74016-2084,CHELSEA,Rogers,9187898181,greencanopysolutions@gmail.com,"10-8 M-S, 12-6 S",2023-11-13
805,Dispensary,DAAA-ZQVS-HS7O,"HHMS, LLC","HHMS, LLC",69710 E HWY 60,74370,Wyandotte,Ottawa,(918) 961-0566,happyharryscannabis@gmail.com,10 am - 8 pm,2023-12-11
806,Dispensary,DAAA-90AF-BYX2,Fritz Fire House 4 LLC,Fritz Fire House 4 LLC,9667 S Highway 2,74369,Welch,Craig,9183814246,jeffchaney3636@gmail.com,9 am - 10 pm,2023-12-11
807,Dispensary,DAAA-UCVF-KYRN,The Church House Dispensary LLC,The Church House Dispensary LLC,510 WILLIAMS,73095,WAYNE,McClain,(405) 512-1423,theweednationokc@gmail.com,0900-2100,2023-08-29
808,Dispensary,DAAA-DZBT-TU61,"TMDA Enterprise, LLC",High 5 Headquarters,,74701-5030,DURANT,Bryan,8165360979,tracie@high5hq.com,Open 24 hours,2024-05-08
809,Dispensary,DAAA-V1SF-6F7D,"EVERYTHING GREEN RX, LLC",EVERYTHING GREEN RX,300 NW Main Street,73059,Minco,Grady,4053523070,cookseybac8@aol.com,"11 a.m. to 7 p.m. Monday - Saturday , 1 p.m. - 5 p.m. Sunday",2023-11-02
810,Dispensary,DAAA-EKHA-ZMSW,The Magical Forrest Marijuana Dispensary LLC,The Magical Forrest Marijuana Dispensary LLC,7101 E Reno Ave,73130,midwest city,Oklahoma,4059243644,magicalforrestdispensary@gmail.com,10am to 9pm,2023-09-18
811,Dispensary,DAAA-FHTL-4PP6,Nanas Joint LLC,Nanas Joint LLC,209 West Ferry St,74365,Salina,Mayes,(918) 805-5653,nanasjoint@gmail.com,M-Sun 11am-8pm,2023-11-14
812,Dispensary,DAAA-N4GV-OG1J,Danks 2 U LLC,,,,TULSA,Tulsa,,,,2023-11-15
813,Dispensary,DAAA-K8VP-3GVQ,OGKUSH LLC,OG KUSH DISPENSARY,103 S SOONER RD,73110-2041,OKLAHOMA CITY,Oklahoma,(405) 979-0536,xebirokr@gmail.com,12-9,2023-07-07
814,Dispensary,DAAA-N1XF-PRGS,DTN Retail LLC,Green Buffalo Dispensary #2,1120 N BERRY RD,73069,NORMAN,Cleveland,4056377272,jwfishcity@gmail.com,10am-9pm Mon-Sat 12pm-6pm Sunday,2024-02-09
815,Dispensary,DAAA-J9ZL-WDYC,"BCN Industries, LLC",High House Superstore,900 NW 10TH ST,73106-7220,OKLAHOMA CITY,Oklahoma,9514734121,omar@kingscoast.com,10am - 10pm,2023-11-13
816,Dispensary,DAAA-WZD3-T2IA,"A and R Med shop, LLC",MEDSHOP 405,7911 W HEFNER RD,73162-4330,OKLAHOMA CITY,Oklahoma,(405) 944-4055,feshani101@yahoo.com,10am-7pm M-F 10am-6pm Sat,2024-10-12
817,Dispensary,DAAA-N1LV-EMZR,Green Culture LLC,Green Culture Pryor,105 STEVE BARRY BLVD,74361-6841,PRYOR,Mayes,9188991919,uazhar@gmail.com,9am - 9pm,2023-03-09
818,Dispensary,DAAA-CFLS-HCXQ,Nova Cannabis Company LLC,Nova Cannabis Company LLC of Marietta,108 W MAIN ST,73448-2832,MARIETTA,Love,5805792188,terriegossett@gmail.com,10-8,2023-02-01
819,Dispensary,DAAA-BJLI-1WK0,Heady Investment Company LLC,Heady Investment Company LLC,508 S MILL ST,74361-6016,PRYOR,Mayes,(918) 803-3368,headyic@yahoo.com,12 hrs,2023-09-15
820,Dispensary,DAAA-SLRD-DZDV,PJ KELLY DISPENSARY LLC,Xclusive Cannabis Kelly,,73003-3906,EDMOND,Oklahoma,(405) 301-9677,pj@gethighguys.com,10am-10pm,2023-10-31
821,Dispensary,DAAA-NH1K-VEVI,Tanks Dank LLC,Tanks Dank LLC,210 East Wc Rogers blvd,74070,Skiatook,Tulsa,(918) 313-8710,tanksdankshop@yahoo.com,9:00am to 9:00pm monday-sunday,2023-03-07
822,Dispensary,DAAA-I1JK-AJFD,EFFUSION-HALL OF FLOWERS C-CORPORATION,BUD LIGHTZ,6030 S PEORIA AVE,74105-8346,TULSA,Tulsa,2147845528,elton.ferns78@gmail.com,9:00AM-5:00PM,2024-07-05
823,Dispensary,DAAA-SEK5-76ET,"HLT Investments, LLC",Happy Little Trees Dispensary,6605 N MAY AVE,73116,OKLAHOMA CITY,Oklahoma,(405) 889-0895,6605nmay@gmail.com,M-Th 8 - 10; fri &sat 8-12am; Sunday 12p to 6p,2023-10-24
824,Dispensary,DAAA-FKFW-X60V,Kind Origin Cannabis LLC,Kind Origin Cannabis LLC,1013 N MISSISSIPPI AVE,74820-2211,ADA,Pontotoc,5804216980,kindorigincannabis@gmail.com,24 hours,2023-12-19
825,Dispensary,DAAA-VK8W-YUOY,The Growery LLC,The Growery,324 W KETCHUM AVE,74349,KETCHUM,Craig,(918) 937-5323,thegrowery420@gmail.com,,2022-10-31
826,Dispensary,DAAA-NKSM-R3QP,MED SHACK BY FLOWER THERAPY LLC,Flower Therapy,,73459,Thackerville,Love,(214) 718-9846,flowertherapyok@gmail.com,,2024-02-07
827,Dispensary,DAAA-EKX6-MNPZ,GSO 23RD LLC,That One Place Dispensary,2407 N. Council Rd.,73008,Oklahoma City,Oklahoma,(405) 506-0290,blair.naifeh@gmail.com,10 am - 9 pm,2024-03-28
828,Dispensary,DAAA-AKRC-M6UN,The Greenhouse and Supply Company LLC,The Greenhouse Supply Company LLC,616 E KENTUCKY AVE,73005,ANADARKO,Caddo,4059334114,ericcwright@yahoo.com,8am-10pm,2023-07-06
829,Dispensary,DAAA-4YOH-2JZD,CBK Enterprises LLC,Highway 2 Health,5101 SE 29TH ST suite 105,73115,Del city,Oklahoma,4055350713,bhazecbd@gmail.com,10:00am-12:00pm,2024-03-29
830,Dispensary,DAAA-5PYL-Y9ZO,Pirpich industries,Big Buds Natural Releaf,13288 S MEMORIAL DR,74008-3106,BIXBY,Tulsa,9189162477,ilikebigbudsnaturalreleaf@gmail.com,24 hrs,2023-07-06
831,Dispensary,DAAA-VJIQ-SRLP,"Navigator Life Services, Inc.",Ounce House Dispensary,717 W BROADWAY ST,74401-6222,MUSKOGEE,Muskogee,9189104080,navigatorlifeservices@gmail.com,9:00 a.m. to 1:00 a.m.,2023-11-07
832,Dispensary,DAAA-TQ9S-KNON,Ziggy'z Medical Mean's LLC,Ziggy'z Medical Mean's LLC,924 SW 59TH ST,73109-4910,OKLAHOMA CITY,Oklahoma,4057249682,ziggyz.oklahoma@gmail.com,10am-9pm,2024-02-28
833,Dispensary,DAAA-4KJK-HV5B,Canna-Bliss LLC,Canna-Bliss LLC,52294 US-271,74571,Talihina,Le Flore,9182719190,greenpharm271@gmail.com,10:00 a.m. to 8:00 p.m.,2024-04-06
834,Dispensary,DAAA-NGOX-SNRE,Nova Cannabis Company LLC,Nova Cannabis Company LLC,,74728,Broken Bow,McCurtain,3615826197,terriegossett@gmail.com,830AM-9PM,2023-10-03
835,Dispensary,DAAA-JI6H-RMYF,NFUZE LLC,NFuze at Adair,69702 E Hwy 60,74370,Wyandotte,Ottawa,(469) 667-4510,nfuze@elevateok.com,10 am-10 pm,2023-12-07
836,Dispensary,DAAA-CUGW-O68B,"HOD, LLC",HALL OF DANK,10004 SE 90TH ST,73543-2502,GERONIMO,Comanche,9725679691,cabo@hallofdank.com,By Appointment Only,2023-10-26
837,Dispensary,DAAA-W6BK-FT1X,"Blue Enterprises OKC II, Inc.",Lemonnade OKC Dispensary,214 NW 23RD ST,73103-3206,OKLAHOMA CITY,Oklahoma,(539) 233-8705,compliance@cookiesre.com,9am to 6pm,2024-05-11
838,Dispensary,DAAA-NY3H-WBSK,Cannagrow LLC,PharmaCanna,13 NW 63RD ST,73116,OKLAHOMA CITY,Oklahoma,(405) 849-5552,johnny.meier@yahoo.com,Mon-Fri 8am to 8pm and Sat 11am to 6pm Closed on Sun,2024-03-07
839,Dispensary,DAAA-4WZJ-GBHZ,Rocky's Pot Shop Inc.,Rocky's Pot Shop Inc.,17412 NE 23RD ST,73020,CHOCTAW,Oklahoma,(405) 347-9007,rockyspotshop@gmail.com,Monday- Friday 8AM- 8PM Sat 8AM-9PM,2024-01-01
840,Dispensary,DAAA-2ANP-SFXO,"Exotic M and M Dispensary, LLC","Exotic M and M Dispensary, LLC",1526 N Martin Luther King Jr Blvd,74106-6406,TULSA,Tulsa,9184396589,meldonallen@gmail.com,9:00AM - 10:00PM,2023-09-29
841,Dispensary,DAAA-N1LJ-WTVP,Green Medical Patients LLC,Greendoctor420,1016 SW 104TH ST,73139-3025,OKLAHOMA CITY,Cleveland,(405) 735-7739,chris@greendoc420.com,80,2024-04-20
842,Dispensary,DAAA-V1CJ-YJ9E,918 Elevate LLC,918 Elevate,2828 E 91ST ST,74137-3547,TULSA,Tulsa,(918) 528-5400,zachn@918transport.com,11am - 7 pm,2023-08-09
843,Dispensary,DAAA-VYGT-JKDX,"Aday Bolo Retail 1, LLC",Green Thumb Dispensary,,73456,Cornish,Jefferson,(817) 507-9945,alex.pace1963@icloud.com,9:00 a.m. to 8:00 p.m.,2024-03-28
844,Dispensary,DAAA-OSXD-LDXV,Simply Grow Pharms LLC,Simply Grow Pharms LLC,17315 LAKE ST,74538-5026,COALGATE,Coal,5809275222,billing@simplygrowllc.com,10-7,2023-08-09
845,Dispensary,DAAA-DGQM-E24K,G. S. Dispensary LLP,G. S. Dispensary,2311 N HARVEY RD,74868-3567,SEMINOLE,Seminole,(512) 568-4873,ctyson31@yahoo.com,9 am to 9 p.m.,2024-01-10
846,Dispensary,DAAA-VKDK-TCAA,Yellow House Dispensary LLC,Yellow House Dispensary LLC,,74701-3801,DURANT,Bryan,(325) 451-0822,tonyleadbetter@me.com,,2024-03-24
847,Dispensary,DAAA-XH5T-95RJ,"Flower-On Productions, LLC",Flower Factory Fine Cannabis,1510 HOPPE BLVD,74820-2307,ADA,Pontotoc,(580) 279-0905,floweronproductions@gmail.com,Monday - Sunday 8am - 10pm,2024-02-01
848,Dispensary,DAAA-NYW0-8CKQ,"Stockham Holdings, Inc.",MJ Highway,14 N UTICA AVE,74110,TULSA,Tulsa,9185046866,jacobstockham@yahoo.com,"M-S 8 a.m - 9 p.m., Sun. 10 a.m - 8 p.m.",2024-04-11
849,Dispensary,DAAA-4YL3-TKUH,SATA Management LLC,SATA Management LLC,2801 SW 44TH ST,73119-3352,OKLAHOMA CITY,Oklahoma,(714) 395-9602,jsaucedo@thegreenoasis.com,"10am-9pm M-Th, 10am-11pm Fri-Sat, Noon-6pm Sun",2024-01-25
